ID,ORIG_FID,ORIG_LEN,fclass,name,lon,lat,LST,NDVI,GVI_Mean
1,2433,50.0,tertiary,Ubi Avenue 3,103.89447104,1.33203174,43.6635992868,0.239263143,0.3820343017578125
2,395,50.0,residential,Defu Lane 12,103.89462752,1.34076854,43.3944396973,0.22856767,0.3086834716796875
3,1197,50.0,tertiary,Ubi Avenue 3,103.89409368,1.33177943,43.3638044504,0.337725294,0.38458435058593754
4,395,100.0,residential,Defu Lane 12,103.89505886,1.34064587,43.3546085358,0.361940738,0.39544189453125
5,1244,50.0,residential,Bunga Rampai Place,103.88377526,1.33966457,43.3415137071,0.24631714,0.350321044921875
6,1300,50.0,residential,Jalan Bunga Rampai,103.88362035,1.33982749,43.2895952861,0.39546622,0.3186053466796875
7,1117,50.0,residential,Ubi Road 4,103.89906057,1.33371164,43.252392162,0.192804212,
8,1760,50.0,residential,Bunga Rampai Place,103.88392921,1.3391916,43.2419197776,0.19860771,0.19646484375
9,1493,50.0,residential,Paya Lebar Street,103.88460905,1.33937631,43.1944303513,0.268966143,0.4525238037109375
10,981,50.0,secondary,Airport Road,103.89754509,1.33946386,43.18752809,0.415614312,0.3455841064453125
11,1340,50.0,secondary,Kim Chuan Road,103.88988096,1.34145645,43.136359351,0.323247489,0.17236572265625003
12,395,150.0,residential,Defu Lane 12,103.89549858,1.34055309,43.1193548838,0.314628847,0.3802191162109375
13,2360,150.0,secondary,Bartley Road East,103.89928952,1.33940384,43.0058992826,0.343770826,0.3728515625
14,10,50.0,residential,Ubi View,103.89626758,1.33168201,42.8028918675,0.402571214,0.3480389404296875
15,2667,200.0,secondary,Ubi Avenue 2,103.89396127,1.32774567,42.8018237027,0.511016794,0.5564019775390625
16,2360,100.0,secondary,Bartley Road East,103.89970022,1.33922064,42.7843067463,0.476448247,0.3968194580078125
17,670,50.0,secondary,Kim Chuan Road,103.88943147,1.34126441,42.7749595642,0.572273811,
18,1218,50.0,residential,Lorong Paya Lebar,103.88525842,1.33932648,42.7749222976,0.175878144,0.1717071533203125
19,237,50.0,residential,Harper Road,103.88781532,1.33455288,42.7583802541,0.238511824,0.0853424072265625
20,1918,50.0,residential,Paya Lebar Street,103.88532965,1.33892755,42.7182251612,0.233141763,0.3177978515625
21,2245,50.0,residential,Lorong Paya Lebar,103.88473371,1.33986038,42.5966104361,0.171568856,0.19723327636718752
22,1806,50.0,residential, ,103.88535067,1.3396143,42.589950855,0.123153168,0.228695068359375
23,530,150.0,secondary,Ubi Avenue 2,103.89412306,1.3279551,42.5864699682,0.61365288,0.5937646484375001
24,1900,50.0,residential,Jalan Anggerek,103.88246182,1.33158829,42.5559211144,0.127656183,0.0815380859375
25,1160,50.0,residential,Tai Seng Avenue,103.89188645,1.33715497,42.5459820674,0.29985649,0.14248229980468752
26,2667,250.0,secondary,Ubi Avenue 2,103.89354196,1.32758328,42.5273230416,0.472370595,0.5258135986328125
27,576,50.0,residential,Upper Paya Lebar Road,103.88643621,1.33863669,42.5269331499,0.192579459,0.154134521484375
28,2233,50.0,primary,Upper Paya Lebar Road,103.8863224,1.33906995,42.5176372528,0.172170358,0.36388488769531246
29,395,200.0,residential,Defu Lane 12,103.89594411,1.34049989,42.434765952,0.299361642,0.3652555338541667
30,1202,50.0,residential,Jalan Mawar,103.88327691,1.33141556,42.4099561251,0.290464966,0.1991827392578125
31,2069,50.0,secondary,Bartley Road East,103.89927762,1.33978808,42.3944660823,0.425999789,
32,2069,100.0,secondary,Bartley Road East,103.89967936,1.33958608,42.3096780777,0.499231808,
33,755,50.0,secondary,Airport Road,103.89751235,1.33997973,42.3095996563,0.256677061,0.312552490234375
34,538,50.0,residential, ,103.88641099,1.33821354,42.3051528931,0.123837774,0.25211242675781254
35,28,50.0,residential,Joo Seng Road,103.88387262,1.33800865,42.2768952506,0.305644333,0.30863525390625
36,1650,50.0,residential,Paya Lebar Street,103.88482373,1.33896669,42.2722230639,0.321126471,0.339989013671875
37,655,50.0,primary,MacPherson Road,103.88442796,1.33247215,42.2540808458,0.089610454,0.027349853515624998
38,530,100.0,secondary,Ubi Avenue 2,103.8937005,1.32780149,42.2332063402,0.506608011,0.47780639648437495
39,843,100.0,residential,Upper Paya Lebar Road,103.88543411,1.33989396,42.1980419159,0.337580755,0.198970947265625
40,2637,50.0,secondary,Bartley Road East,103.89813566,1.34006546,42.1796293992,0.117350606,
41,1730,50.0,tertiary,Ubi Avenue 4,103.89154493,1.33301351,42.1755580902,0.388056433,0.5819598388671875
42,2667,150.0,secondary,Ubi Avenue 2,103.89438057,1.32790805,42.1548547011,0.360136075,0.3894378662109375
43,1017,200.0,primary,Upper Paya Lebar Road,103.88638905,1.33916697,42.1122592046,0.116322348,0.1228802490234375
44,349,50.0,primary,MacPherson Road,103.88416427,1.33253911,42.0769530076,0.170237238,0.114273681640625
45,1483,50.0,tertiary,Kaki Bukit Avenue 2,103.90036766,1.33575476,42.0593332144,0.361090708,0.27612670898437497
46,1755,50.0,tertiary,Ubi Avenue 3,103.89293641,1.33134862,42.0207061768,0.288114756,0.22302734375
47,37,150.0,secondary,Airport Road,103.89711878,1.33938758,42.0024555751,0.321008172,0.3996917724609375
48,530,50.0,secondary,Ubi Avenue 2,103.89327576,1.32765432,41.9965148339,0.44754325,0.3908905029296875
49,2559,50.0,tertiary,Kaki Bukit Avenue 2,103.90092113,1.33661406,41.978572028,0.208430811,0.233968505859375
50,250,50.0,tertiary,Ubi Avenue 3,103.89217937,1.33104921,41.9637471713,0.273222232,0.2450640869140625
51,425,100.0,primary,Bartley Road East,103.88695253,1.34116472,41.9583511353,0.298129234,0.1961517333984375
52,936,50.0,residential,Kampong Ampat,103.88259426,1.33666507,41.9343733354,0.385606565,0.315733642578125
53,2609,50.0,tertiary,Ubi Avenue 3,103.89629091,1.33272939,41.8850898743,0.286830037,0.37921569824218754
54,939,50.0,secondary,Airport Road,103.89721597,1.33888639,41.8551648458,0.438653486,0.3614788818359375
55,2320,50.0,residential,Jalan Bunga Rampai,103.88431535,1.34025634,41.8493611262,0.44195627,0.31331298828125
56,530,200.0,secondary,Ubi Avenue 2,103.89454562,1.3281087,41.8492263158,0.45521455,0.4593438720703125
57,843,150.0,residential,Upper Paya Lebar Road,103.88573491,1.33955808,41.8344942729,0.093131559,0.26789794921875
58,806,50.0,tertiary,Ubi Avenue 4,103.89135412,1.33284455,41.8156871796,0.333939986,0.43635009765625
59,186,50.0,primary,Upper Paya Lebar Road,103.88847221,1.33490877,41.7995512826,0.173144494,0.20157775878906248
60,2460,50.0,residential,Lorong Paya Lebar,103.88444809,1.34020872,41.7742258708,0.361094953,0.46564697265625
61,349,100.0,primary,MacPherson Road,103.88460074,1.33264628,41.7729128324,0.048591828,0.017599487304687498
62,2344,50.0,primary,Upper Paya Lebar Road,103.88665467,1.33857679,41.7467474256,0.301474384,0.4295953369140625
63,1778,50.0,tertiary,Ubi Road 3,103.89850317,1.32804439,41.7378710233,0.30936717,0.243497314453125
64,1950,50.0,primary,Upper Paya Lebar Road,103.8861162,1.33988163,41.7302525838,0.201102157,0.0306610107421875
65,1017,300.0,primary,Upper Paya Lebar Road,103.88585193,1.33989176,41.7284798255,0.081842193,0.051761474609375
66,2181,50.0,tertiary,Ubi Road 1,103.8909805,1.33328978,41.7103642055,0.557578089,0.6578106689453125
67,2306,50.0,residential,Jalan Bunga Rampai,103.88292252,1.33855009,41.6739311218,0.441390844,0.33156250000000004
68,2360,50.0,secondary,Bartley Road East,103.90012495,1.3390736,41.669123723,0.382007875,0.24658996582031248
69,1202,100.0,residential,Jalan Mawar,103.88372218,1.33135532,41.6605023471,0.236094457,0.2739697265625
70,2258,50.0,tertiary,Ubi Avenue 3,103.89167289,1.33084975,41.6583495507,0.195757861,
71,1017,250.0,primary,Upper Paya Lebar Road,103.88612298,1.33953123,41.6427060641,0.079622362,0.0503692626953125
72,376,100.0,primary,Upper Paya Lebar Road,103.8859178,1.34002134,41.641461299,0.21445998,0.051809692382812494
73,559,50.0,residential,Little Road,103.88577903,1.33838974,41.6382293701,0.095740986,0.017567138671875
74,849,50.0,residential,Harper Road,103.8874037,1.33484366,41.6380888621,0.168567011,0.23402587890624998
75,530,250.0,secondary,Ubi Avenue 2,103.89496818,1.32826231,41.6226730347,0.532820697,0.5406292724609375
76,376,200.0,primary,Upper Paya Lebar Road,103.88643763,1.33928414,41.6204816645,0.203742963,0.12288818359374999
77,1707,100.0,residential,Defu Lane 11,103.8934335,1.34136884,41.600025177,0.40013508,0.2300604248046875
78,1696,50.0,primary,Upper Paya Lebar Road,103.88598406,1.33952675,41.579441364,0.06428873,0.07074707031250001
79,1017,150.0,primary,Upper Paya Lebar Road,103.88663733,1.3387901,41.5739440918,0.213048694,0.1411053466796875
80,376,150.0,primary,Upper Paya Lebar Road,103.88618583,1.33965844,41.5657841609,0.133863381,0.0502838134765625
81,2667,100.0,secondary,Ubi Avenue 2,103.89479988,1.32807043,41.526348114,0.489180689,0.449517822265625
82,1453,250.0,primary,Airport Road,103.89131543,1.33426424,41.4782747122,0.291286426,0.305328369140625
83,1801,150.0,secondary,Ubi Avenue 2,103.897015,1.32895581,41.4700701787,0.37464117,0.3950665283203125
84,1403,50.0,tertiary,Ubi Avenue 4,103.8945968,1.33426626,41.4693421584,0.319447333,0.2774017333984375
85,1778,100.0,tertiary,Ubi Road 3,103.89843426,1.32849122,41.4656651815,0.345307879,0.30246765136718745
86,1707,50.0,residential,Defu Lane 11,103.8937946,1.34110564,41.4635033241,0.543948987,0.16483642578125
87,1950,100.0,primary,Upper Paya Lebar Road,103.88638104,1.33951766,41.4526977539,0.335920339,0.0884967041015625
88,979,50.0,residential,Upper Paya Lebar Road,103.88667286,1.33823762,41.4367975088,0.322626948,0.2133721923828125
89,286,50.0,residential,Jalan Bunga Rampai,103.88266146,1.33914703,41.4325755193,0.624811558,0.4983154296875
90,1596,50.0,primary,MacPherson Road,103.88509076,1.33274862,41.4253044128,0.078789758,0.2101629638671875
91,708,150.0,secondary,Ubi Avenue 2,103.89685097,1.32899867,41.4168066297,0.393309974,0.4493609619140625
92,376,250.0,primary,Upper Paya Lebar Road,103.88667431,1.33889996,41.3964063204,0.295279863,0.2171661376953125
93,717,50.0,tertiary,Ubi Road 3,103.89798588,1.33106281,41.3819707235,0.229674608,0.2023260498046875
94,1452,50.0,primary,Upper Paya Lebar Road,103.88848431,1.33522158,41.3702049255,0.288577825,0.29316345214843753
95,1801,100.0,secondary,Ubi Avenue 2,103.89743147,1.32912543,41.3588237762,0.48644993,0.556075439453125
96,587,50.0,primary,Upper Paya Lebar Road,103.88868199,1.33432255,41.3328059803,0.161529217,0.1570184326171875
97,1985,50.0,tertiary,Ubi Avenue 3,103.89549265,1.33232674,41.3327495868,0.236607711,0.22791870117187502
98,2667,50.0,secondary,Ubi Avenue 2,103.89521919,1.32823282,41.3231300941,0.49949781,0.48550048828125003
99,97,50.0,primary,Airport Road,103.88993856,1.33391922,41.3219765254,0.561609483,0.47141906738281253
100,1453,300.0,primary,Airport Road,103.8908959,1.33410244,41.3206623622,0.452840722,0.32291442871093745
101,2363,50.0,residential,Jalan Belangkas,103.883484,1.32936623,41.3000030518,0.197569256,0.14951904296875
102,97,100.0,primary,Airport Road,103.89036722,1.33405464,41.2918141683,0.422013644,0.43019714355468747
103,1770,50.0,primary,Airport Road,103.89126661,1.3343937,41.2860110601,0.457891695,0.48232299804687495
104,2555,100.0,residential,Jalan Melati,103.88318916,1.32908454,41.2764997482,0.175053066,0.12485778808593749
105,37,100.0,secondary,Airport Road,103.89685856,1.33901906,41.253382047,0.195052427,0.300660400390625
106,1957,50.0,residential,Tai Seng Street,103.89034215,1.33512874,41.2313591639,0.401588702,0.4763238525390625
107,260,150.0,residential,Davidson Road,103.88518281,1.33330075,41.2215717861,0.043527422,0.0039959716796875
108,1801,200.0,secondary,Ubi Avenue 2,103.89659853,1.3287862,41.2191270192,0.490467137,0.47614685058593753
109,530,300.0,secondary,Ubi Avenue 2,103.89539074,1.32841591,41.2177807944,0.521429586,0.5616943359375
110,1453,200.0,primary,Airport Road,103.8917348,1.33442645,41.2091871897,0.577458017,0.228699951171875
111,1452,100.0,primary,Upper Paya Lebar Road,103.88867091,1.33481033,41.2039375305,0.36345878,0.2667559814453125
112,186,100.0,primary,Upper Paya Lebar Road,103.88828838,1.3353213,41.2023044933,0.210977657,0.296046142578125
113,1453,350.0,primary,Airport Road,103.89047328,1.333949,41.1878060561,0.420845011,0.47287353515624997
114,843,50.0,residential,Upper Paya Lebar Road,103.88513531,1.34023162,41.1843013763,0.472668827,0.296678466796875
115,708,100.0,secondary,Ubi Avenue 2,103.89643418,1.32882984,41.152164806,0.509652309,0.5092913818359375
116,2101,50.0,secondary,Ubi Avenue 2,103.89588693,1.32849638,41.1405718877,0.347363401,0.29724609375
117,1017,350.0,primary,Upper Paya Lebar Road,103.88556451,1.34023931,41.1340288016,0.159612794,0.07058837890625
118,1306,50.0,residential,Davidson Road,103.88529032,1.332802,41.1216131357,0.09933037,0.0693951416015625
119,708,50.0,secondary,Ubi Avenue 2,103.89601739,1.32866102,41.0838328275,0.335955559,0.368883056640625
